"x","y"
447435.22915605,4625107.96276107
447496.96250899,4625075.55973762
447524.180781795,4625087.99896458
447491.227801109,4625111.23113234
447513.923491898,4625101.93672081
447489.977226255,4625091.85775124
447562.907201098,4625120.39232827
447906.307818531,4625104.70545079
446433.31675895,4625054.22569653
446655.966484279,4625047.38012521
446717.112412024,4625053.19126954
446767.327721056,4625059.46539156
446794.31922728,4625025.48251604
446776.970965893,4625071.20900006
446973.814832699,4625032.66857981
447110.16924209,4625064.63911142
447093.245002162,4625074.52591227
447134.461384045,4625025.89583942
447206.019615044,4625056.40097865
447238.586827379,4625070.67233516
447272.636463656,4625073.05880325
447269.871224172,4625037.624029
447260.251481622,4625061.2053433
447237.80254611,4625063.09445774
447256.341629231,4625067.9142416
447247.561683494,4625031.76360141
447274.442011025,4625062.37422823
447295.010996156,4625037.82410353
447303.387764841,4625043.52922199
447314.418410673,4625046.4149297
447353.38149874,4625065.84791396
447380.964148301,4625059.79155555
447417.118419148,4625035.09252642
447377.321620903,4625026.76915739
447376.112135814,4625031.80404971
447389.188376907,4625043.05484345
447413.295464241,4625052.85082359
447439.915699803,4625059.99698406
447496.522787493,4625062.96795012
447503.481018194,4625074.98510863
447519.431526889,4625036.8453449
447523.326629715,4625053.86166353
447574.20056737,4625037.94074374
447555.771776731,4625059.03422596
447596.248843358,4625064.95076772
447613.29079906,4625056.01868603
446707.922250533,4624978.65195093
446694.291794067,4624996.97470283
446784.617215407,4625022.42825136
447270.282034553,4624991.32275485
447238.510272792,4624983.59393753
447255.852462852,4625023.00135263
447247.665146214,4625022.03087057
447316.530488979,4625017.00937747
447276.255045086,4625013.65631841
447317.578125431,4625017.97487139
447283.108248177,4624990.07699821
447319.590726262,4625023.62935761
447333.046263549,4624981.07903099
447345.687368885,4624984.17716814
447332.293817447,4625022.45907437
447354.822068335,4625012.31776325
447342.078178399,4625021.24291735
447399.762677692,4625023.38125404
447409.567153431,4625023.60313777
447389.193811361,4625021.73445961
447518.875277892,4624997.93594505
447560.329149838,4624980.29993447
447616.716452583,4625007.31130885
447749.11098727,4625004.83636204
447899.060385721,4624997.90381832
447938.400190277,4625020.2007333
