x_,y_,t_,sex,id,name
1781686.8369231836,2412275.9777546646,2010-02-15T00:42:18Z,M,M4,Ricky T
1781689.0540447573,2412272.897462139,2010-02-15T00:44:09Z,M,M4,Ricky T
1781695.5586517036,2412269.9147618837,2010-02-15T00:46:40Z,M,M4,Ricky T
1781716.147110113,2412243.1463545123,2010-02-15T00:48:07Z,M,M4,Ricky T
1781700.992011649,2412266.5173751763,2010-02-15T00:50:07Z,M,M4,Ricky T
1781747.7603567445,2412238.6625342453,2010-02-15T00:56:39Z,M,M4,Ricky T
1781742.790437004,2412246.6598124886,2010-02-15T00:58:06Z,M,M4,Ricky T
1781782.8268375988,2412247.1355002862,2010-02-15T01:00:09Z,M,M4,Ricky T
1781848.47869891,2412412.3519360716,2010-02-15T01:07:57Z,M,M4,Ricky T
1781880.0265005925,2412411.103136333,2010-02-15T01:12:40Z,M,M4,Ricky T
1781801.7325289326,2412421.929447542,2010-02-15T05:57:45Z,M,M4,Ricky T
1781796.3671085073,2412423.1724627805,2010-02-15T05:58:17Z,M,M4,Ricky T
1781763.4172408697,2412435.940218601,2010-02-15T06:00:05Z,M,M4,Ricky T
1781776.704562685,2412455.408042626,2010-02-15T06:02:10Z,M,M4,Ricky T
1781777.9415956617,2412457.3434249833,2010-02-15T06:04:30Z,M,M4,Ricky T
1781789.2588234677,2412455.731336585,2010-02-15T06:06:52Z,M,M4,Ricky T
1781818.7908693291,2412448.1134479195,2010-02-15T06:08:08Z,M,M4,Ricky T
1781869.6062318257,2412471.057548309,2010-02-15T06:10:47Z,M,M4,Ricky T
1781794.555112797,2412594.364289467,2010-02-15T06:13:06Z,M,M4,Ricky T
1781804.5998291725,2412627.0504858694,2010-02-15T06:14:08Z,M,M4,Ricky T
1781814.8704735094,2412657.0916398694,2010-02-15T06:17:06Z,M,M4,Ricky T
1781838.8668067663,2412673.5977601605,2010-02-15T06:18:37Z,M,M4,Ricky T
1781823.259806222,2412697.7110206904,2010-02-15T06:20:09Z,M,M4,Ricky T
1781798.9833699793,2412714.911568474,2010-02-15T06:22:07Z,M,M4,Ricky T
1781809.4391464386,2412764.185573073,2010-02-15T06:24:11Z,M,M4,Ricky T
1781835.3191892593,2412778.910509847,2010-02-15T06:26:07Z,M,M4,Ricky T
1781836.7452937106,2412755.0298300353,2010-02-15T06:28:08Z,M,M4,Ricky T
1781907.8464494944,2412774.320418095,2010-02-15T06:30:44Z,M,M4,Ricky T
1781857.1798101205,2412818.1301779645,2010-02-15T06:32:05Z,M,M4,Ricky T
1781798.5379091175,2412879.938877641,2010-02-15T06:34:06Z,M,M4,Ricky T
1781741.2738568946,2412996.2993691475,2010-02-15T06:36:07Z,M,M4,Ricky T
1781729.589684024,2413063.486814568,2010-02-15T06:38:08Z,M,M4,Ricky T
1781776.80225466,2413074.75967195,2010-02-15T06:40:31Z,M,M4,Ricky T
1781732.9208144667,2413109.4065309223,2010-02-15T06:42:15Z,M,M4,Ricky T
1781740.8308001966,2413120.824471992,2010-02-15T06:44:17Z,M,M4,Ricky T
1781736.5762082082,2413087.39802449,2010-02-15T06:46:13Z,M,M4,Ricky T
1781735.202575351,2413095.7998221987,2010-02-15T06:48:12Z,M,M4,Ricky T
1781738.008766276,2413119.9028293346,2010-02-15T06:50:18Z,M,M4,Ricky T
1781715.7759084587,2413057.1345355287,2010-02-15T07:00:28Z,M,M4,Ricky T
1781734.4770213915,2413061.510431809,2010-02-15T07:11:12Z,M,M4,Ricky T
1781735.2551173593,2413099.383636707,2010-02-15T07:14:33Z,M,M4,Ricky T
1781711.3310996708,2413035.4680338837,2010-02-15T07:31:52Z,M,M4,Ricky T
1781714.411532962,2413023.0726780174,2010-02-15T07:32:05Z,M,M4,Ricky T
1781703.0456325316,2413027.888482688,2010-02-15T07:39:09Z,M,M4,Ricky T
1781705.4091741813,2413028.73586503,2010-02-15T07:41:38Z,M,M4,Ricky T
1781710.9218704957,2413028.5613285284,2010-02-15T07:42:04Z,M,M4,Ricky T
1781706.003104196,2413029.542701652,2010-02-15T07:45:54Z,M,M4,Ricky T
1781708.6595472768,2413032.5724769705,2010-02-15T07:47:02Z,M,M4,Ricky T
1781713.2526435563,2413031.2382997274,2010-02-15T07:49:36Z,M,M4,Ricky T
1781716.6868221234,2413033.9471754166,2010-02-15T07:50:09Z,M,M4,Ricky T
1781708.3135382493,2413034.41967433,2010-02-15T07:52:06Z,M,M4,Ricky T
1781718.8819773889,2413036.8790862537,2010-02-15T07:54:10Z,M,M4,Ricky T
1781704.5704283118,2413025.3675983497,2010-02-15T07:56:10Z,M,M4,Ricky T
1781710.6580742265,2413012.513810995,2010-02-15T08:00:00Z,M,M4,Ricky T
1781706.75828895,2413018.6401828607,2010-02-15T08:02:16Z,M,M4,Ricky T
1781706.7831456598,2413016.808721239,2010-02-15T08:04:08Z,M,M4,Ricky T
1781705.9543859994,2413022.5951414537,2010-02-15T08:07:27Z,M,M4,Ricky T
1781700.641236551,2413036.5512045277,2010-02-15T08:17:22Z,M,M4,Ricky T
1781703.6164298959,2413037.0383113204,2010-02-15T08:18:09Z,M,M4,Ricky T
1781643.7093489515,2413110.501665299,2010-02-15T08:21:19Z,M,M4,Ricky T
1781664.837883468,2413121.5505533316,2010-02-15T08:22:06Z,M,M4,Ricky T
1781642.1104697147,2413112.947571873,2010-02-15T08:24:11Z,M,M4,Ricky T
1781617.201910507,2413113.4048047503,2010-02-15T08:27:06Z,M,M4,Ricky T
1781590.377416563,2413174.660462998,2010-02-15T08:32:24Z,M,M4,Ricky T
1781625.6037941547,2413206.9997295043,2010-02-15T08:40:28Z,M,M4,Ricky T
1781652.8561317348,2413300.9522544807,2010-02-15T08:50:29Z,M,M4,Ricky T
1781658.916299446,2413304.3869934203,2010-02-15T09:00:43Z,M,M4,Ricky T
1781675.0930339773,2413304.3634420102,2010-02-15T09:02:06Z,M,M4,Ricky T
1781674.3516797707,2413326.7641196554,2010-02-15T09:04:05Z,M,M4,Ricky T
1781650.9424603072,2413353.632390459,2010-02-15T09:07:01Z,M,M4,Ricky T
1781648.5904250257,2413361.721829181,2010-02-15T09:08:06Z,M,M4,Ricky T
1781630.9228144009,2413447.207489646,2010-02-15T09:11:10Z,M,M4,Ricky T
1781628.5370638755,2413436.3068567035,2010-02-15T09:12:06Z,M,M4,Ricky T
1781596.0681296191,2413437.865443174,2010-02-15T09:14:48Z,M,M4,Ricky T
1781489.9029695622,2413526.6024753433,2010-02-15T09:20:06Z,M,M4,Ricky T
1781462.7040324893,2413558.2224151436,2010-02-15T09:22:12Z,M,M4,Ricky T
1781390.9416440495,2413593.4151672106,2010-02-15T09:24:14Z,M,M4,Ricky T
1781356.0326771084,2413617.006778528,2010-02-15T09:26:03Z,M,M4,Ricky T
1781379.607308635,2413558.4949264936,2010-02-15T09:33:05Z,M,M4,Ricky T
1781408.7411556938,2413493.5150606562,2010-02-15T09:38:12Z,M,M4,Ricky T
1781500.1036686015,2413436.7402768065,2010-02-15T09:44:25Z,M,M4,Ricky T
1781476.7012767228,2413433.4207011503,2010-02-15T09:50:46Z,M,M4,Ricky T
1781499.4761394702,2413366.129635054,2010-02-15T09:52:13Z,M,M4,Ricky T
1781489.4952644722,2413423.2819963438,2010-02-15T09:54:10Z,M,M4,Ricky T
1781485.751232978,2413402.712039124,2010-02-15T09:56:11Z,M,M4,Ricky T
1781491.831635972,2413436.3297032146,2010-02-15T09:58:32Z,M,M4,Ricky T
1781472.7473840066,2413450.5238072923,2010-02-15T10:00:08Z,M,M4,Ricky T
1781482.2348794756,2413431.2184846015,2010-02-15T10:02:08Z,M,M4,Ricky T
1781494.3789715008,2413429.388965921,2010-02-15T10:10:15Z,M,M4,Ricky T
1781627.4562234757,2413287.5931085134,2010-02-15T10:26:32Z,M,M4,Ricky T
1781629.2743873508,2413294.0529079125,2010-02-15T10:28:15Z,M,M4,Ricky T
1781655.755380126,2413298.4471573257,2010-02-15T10:30:19Z,M,M4,Ricky T
1781661.690608249,2413298.039782294,2010-02-15T10:36:26Z,M,M4,Ricky T
1781655.6728376297,2413312.184732266,2010-02-15T10:38:12Z,M,M4,Ricky T
1781653.0019251273,2413333.1059492314,2010-02-15T10:40:08Z,M,M4,Ricky T
1781655.5598398864,2413317.3829027927,2010-02-15T10:42:12Z,M,M4,Ricky T
1781652.1702534761,2413304.303588088,2010-02-15T10:44:12Z,M,M4,Ricky T
1781543.804544745,2413271.621910985,2010-02-15T10:50:58Z,M,M4,Ricky T
1781451.5257567265,2413189.254067617,2010-02-15T10:53:55Z,M,M4,Ricky T
1781440.2933729426,2413173.3513696003,2010-02-15T10:54:40Z,M,M4,Ricky T
1781431.438577773,2413183.574180588,2010-02-15T10:56:07Z,M,M4,Ricky T
1781395.0456463455,2413227.587788568,2010-02-15T10:58:09Z,M,M4,Ricky T
1781354.473286421,2413281.5888878424,2010-02-15T11:00:12Z,M,M4,Ricky T
1781370.6441921042,2413335.753096249,2010-02-15T11:02:09Z,M,M4,Ricky T
1781366.683011672,2413404.161920344,2010-02-15T11:04:08Z,M,M4,Ricky T
1781349.969388936,2413389.8194933664,2010-02-15T11:06:17Z,M,M4,Ricky T
1781376.6401946493,2413391.260702858,2010-02-15T11:08:54Z,M,M4,Ricky T
1781361.9699958265,2413385.1767946095,2010-02-15T11:11:48Z,M,M4,Ricky T
1781372.0804029754,2413393.900509896,2010-02-15T11:12:07Z,M,M4,Ricky T
1781365.636212758,2413401.812357858,2010-02-15T11:14:04Z,M,M4,Ricky T
1781389.7772602774,2413384.8893148517,2010-02-15T11:16:06Z,M,M4,Ricky T
1781377.4836798308,2413394.009926044,2010-02-15T11:20:14Z,M,M4,Ricky T
1781372.7879973515,2413392.7476467104,2010-02-15T11:30:18Z,M,M4,Ricky T
1781372.4682657064,2413394.0613429686,2010-02-15T12:00:43Z,M,M4,Ricky T
1781346.6665229923,2413411.61281237,2010-02-15T12:59:47Z,M,M4,Ricky T
1781351.1638076436,2413422.9448419935,2010-02-15T13:00:12Z,M,M4,Ricky T
1781341.658648162,2413359.864865202,2010-02-15T13:02:30Z,M,M4,Ricky T
1781327.4361311945,2413409.615582226,2010-02-15T13:12:12Z,M,M4,Ricky T
1781332.91625229,2413409.8235674994,2010-02-15T13:14:16Z,M,M4,Ricky T
1781326.950390772,2413397.0755286496,2010-02-15T13:20:11Z,M,M4,Ricky T
1781326.0453423904,2413408.4706243416,2010-02-15T13:30:12Z,M,M4,Ricky T
1781327.0685414502,2413408.276777298,2010-02-15T13:40:20Z,M,M4,Ricky T
1781324.7065090933,2413409.749472631,2010-02-15T14:00:22Z,M,M4,Ricky T
1781331.8229409363,2413402.5251705926,2010-02-15T15:00:23Z,M,M4,Ricky T
1781329.2475135478,2413408.069789042,2010-02-15T16:00:56Z,M,M4,Ricky T
1781326.0211291986,2413404.2734834184,2010-02-15T17:00:27Z,M,M4,Ricky T
1781322.6215723287,2413424.149131171,2010-02-15T17:45:06Z,M,M4,Ricky T
1781324.956667224,2413438.4366102954,2010-02-15T17:46:44Z,M,M4,Ricky T
1781321.3492744528,2413449.639039382,2010-02-15T17:48:05Z,M,M4,Ricky T
1781319.7226327558,2413471.7607352245,2010-02-15T17:50:08Z,M,M4,Ricky T
1781318.5772042475,2413469.686369344,2010-02-15T17:52:08Z,M,M4,Ricky T
1781316.2836197685,2413470.1303060665,2010-02-15T17:54:12Z,M,M4,Ricky T
1781316.0026998504,2413480.019730124,2010-02-15T17:56:34Z,M,M4,Ricky T
1781309.8506742192,2413494.5577887623,2010-02-15T17:58:09Z,M,M4,Ricky T
1781312.7707978399,2413499.223132452,2010-02-15T18:00:07Z,M,M4,Ricky T
1781311.2076949656,2413500.9196358006,2010-02-15T18:02:08Z,M,M4,Ricky T
1781316.9365932762,2413498.315770818,2010-02-15T18:04:08Z,M,M4,Ricky T
1781323.5832563823,2413480.6337015135,2010-02-15T18:06:39Z,M,M4,Ricky T
1781303.075888138,2413500.622862312,2010-02-15T18:08:10Z,M,M4,Ricky T
1781339.193163899,2413472.3565252293,2010-02-15T18:10:16Z,M,M4,Ricky T
1781312.4206931947,2413512.0473584775,2010-02-15T18:20:32Z,M,M4,Ricky T
1781308.8338873787,2413507.269930015,2010-02-15T19:00:51Z,M,M4,Ricky T
1781299.095613127,2413522.7723291055,2010-02-15T19:04:32Z,M,M4,Ricky T
1781298.9972952297,2413512.8619258706,2010-02-15T19:06:09Z,M,M4,Ricky T
1781315.114436307,2413490.0752491546,2010-02-15T19:08:06Z,M,M4,Ricky T
1781333.5137507739,2413490.7501518806,2010-02-15T19:10:08Z,M,M4,Ricky T
1781309.2176196286,2413497.4048784496,2010-02-15T19:12:08Z,M,M4,Ricky T
1781323.1088725112,2413479.0054685585,2010-02-15T19:14:06Z,M,M4,Ricky T
1781328.9960559611,2413492.860226673,2010-02-15T19:16:08Z,M,M4,Ricky T
1781337.7869056666,2413509.722856308,2010-02-15T19:18:06Z,M,M4,Ricky T
1781355.168626521,2413490.6579875015,2010-02-15T19:20:07Z,M,M4,Ricky T
1781329.1056438326,2413491.1292583426,2010-02-15T19:22:08Z,M,M4,Ricky T
1781330.664322873,2413488.5704616653,2010-02-15T19:24:07Z,M,M4,Ricky T
1781327.8626657303,2413488.5150206015,2010-02-15T19:26:07Z,M,M4,Ricky T
1781335.7231794072,2413485.1991765974,2010-02-15T19:30:11Z,M,M4,Ricky T
1781327.875776874,2413491.067418175,2010-02-15T19:40:25Z,M,M4,Ricky T
1781327.955180506,2413487.560869158,2010-02-15T20:00:22Z,M,M4,Ricky T
1781345.7690141504,2413483.940074091,2010-02-15T21:00:33Z,M,M4,Ricky T
1781332.3203336014,2413483.944776018,2010-02-15T22:00:56Z,M,M4,Ricky T
1781333.906855489,2413496.033773862,2010-02-15T23:00:24Z,M,M4,Ricky T
1781316.7162420636,2413478.489328048,2010-02-15T23:38:52Z,M,M4,Ricky T
1781326.7581862877,2413487.7479699217,2010-02-15T23:40:13Z,M,M4,Ricky T
1781304.1137467274,2413499.697560457,2010-02-15T23:47:45Z,M,M4,Ricky T
1781309.808953317,2413510.521143046,2010-02-15T23:48:10Z,M,M4,Ricky T
1781341.134025326,2413485.769709974,2010-02-15T23:50:03Z,M,M4,Ricky T
1781364.8398990906,2413495.41924569,2010-02-15T23:52:05Z,M,M4,Ricky T
1781359.8474478228,2413487.621519353,2010-02-15T23:54:10Z,M,M4,Ricky T
1781358.1730846898,2413484.5720090563,2010-02-15T23:56:11Z,M,M4,Ricky T
1781316.2409128696,2413499.7355730347,2010-02-15T23:58:06Z,M,M4,Ricky T
1781268.8816103255,2413537.234072669,2010-02-16T00:00:06Z,M,M4,Ricky T
1781219.4887445325,2413614.889938368,2010-02-16T00:02:08Z,M,M4,Ricky T
1781181.0673046608,2413645.446763753,2010-02-16T00:04:08Z,M,M4,Ricky T
1781110.712758687,2413681.583763672,2010-02-16T00:06:06Z,M,M4,Ricky T
1781064.4914031022,2413697.9020236223,2010-02-16T00:08:12Z,M,M4,Ricky T
1781054.961317992,2413689.3391986745,2010-02-16T00:10:11Z,M,M4,Ricky T
1781012.901403224,2413699.3062098427,2010-02-16T00:12:04Z,M,M4,Ricky T
1781080.5889752354,2413666.383316061,2010-02-16T00:14:08Z,M,M4,Ricky T
1781052.1175243733,2413662.2194989603,2010-02-16T00:16:25Z,M,M4,Ricky T
1780975.2577155214,2413652.3990131766,2010-02-16T00:18:05Z,M,M4,Ricky T
1781014.8556810163,2413677.526474631,2010-02-16T00:20:07Z,M,M4,Ricky T
1780971.2630105647,2413723.566465885,2010-02-16T00:22:09Z,M,M4,Ricky T
1780959.3864404815,2413731.178625538,2010-02-16T00:25:47Z,M,M4,Ricky T
1780972.5201099631,2413729.9274727926,2010-02-16T00:30:27Z,M,M4,Ricky T
1781052.384839894,2413816.191738422,2010-02-16T00:32:08Z,M,M4,Ricky T
1780966.7848331777,2413726.145373314,2010-02-16T00:35:55Z,M,M4,Ricky T
1780893.461871225,2413740.8074285286,2010-02-16T00:40:14Z,M,M4,Ricky T
1780850.6047365041,2413790.4095999133,2010-02-16T00:42:10Z,M,M4,Ricky T
1780800.2956094705,2413697.980299046,2010-02-16T00:48:16Z,M,M4,Ricky T
1780786.1617953472,2413704.8625992346,2010-02-16T00:54:16Z,M,M4,Ricky T
1780794.0339081148,2413687.6430890495,2010-02-16T01:00:41Z,M,M4,Ricky T
1780784.0989500815,2413683.290879989,2010-02-16T01:02:13Z,M,M4,Ricky T
1780798.8451169594,2413699.0260445066,2010-02-16T01:04:12Z,M,M4,Ricky T
1780794.9639210894,2413721.256236165,2010-02-16T01:06:08Z,M,M4,Ricky T
1780784.6016841982,2413732.9824100053,2010-02-16T01:08:11Z,M,M4,Ricky T
1780784.2195524834,2413709.569752164,2010-02-16T01:10:10Z,M,M4,Ricky T
1780851.1059374013,2413745.859152377,2010-02-16T01:12:13Z,M,M4,Ricky T
1780865.033546771,2413763.2148559783,2010-02-16T01:18:46Z,M,M4,Ricky T
1780878.2392041374,2413689.44186888,2010-02-16T01:28:23Z,M,M4,Ricky T
1780894.5239096023,2413688.110486543,2010-02-16T01:30:15Z,M,M4,Ricky T
1780881.6628417806,2413706.9266333985,2010-02-16T01:32:10Z,M,M4,Ricky T
1780880.4232669729,2413700.9143058495,2010-02-16T01:34:10Z,M,M4,Ricky T
1780880.453112811,2413700.576885265,2010-02-16T01:36:07Z,M,M4,Ricky T
1780852.0608168251,2413689.806789607,2010-02-16T01:38:10Z,M,M4,Ricky T
1780834.8344267868,2413717.705153727,2010-02-16T01:40:15Z,M,M4,Ricky T
1780866.5932905609,2413739.5388644687,2010-02-16T01:42:27Z,M,M4,Ricky T
1780843.852934061,2413720.4967551883,2010-02-16T01:53:35Z,M,M4,Ricky T
1780858.5337726092,2413683.0039291945,2010-02-16T02:11:33Z,M,M4,Ricky T
1780932.398030347,2413694.536394264,2010-02-16T02:59:05Z,M,M4,Ricky T
1781092.5454132801,2413877.2117790696,2010-02-16T03:08:33Z,M,M4,Ricky T
1781092.748553431,2413884.4598732404,2010-02-16T03:10:09Z,M,M4,Ricky T
1781095.086439011,2413883.440765616,2010-02-16T03:13:46Z,M,M4,Ricky T
1781205.2574249292,2413758.6286034714,2010-02-16T03:23:38Z,M,M4,Ricky T
1781229.6726467828,2413734.3063657335,2010-02-16T03:32:46Z,M,M4,Ricky T
1781214.9358374553,2413806.384622753,2010-02-16T03:35:13Z,M,M4,Ricky T
1781214.54562566,2413760.6348317023,2010-02-16T03:36:19Z,M,M4,Ricky T
1781223.8473256126,2413795.532239943,2010-02-16T03:38:06Z,M,M4,Ricky T
1781222.930738044,2413789.814526058,2010-02-16T03:40:17Z,M,M4,Ricky T
1781199.3729804545,2413765.7659413135,2010-02-16T03:43:07Z,M,M4,Ricky T
1781225.2839265158,2413798.9502456114,2010-02-16T03:44:09Z,M,M4,Ricky T
1781189.5525997935,2413753.953244498,2010-02-16T03:46:12Z,M,M4,Ricky T
1781182.1189063222,2413775.203734637,2010-02-16T03:48:06Z,M,M4,Ricky T
1781106.7547767377,2413781.100655805,2010-02-16T03:50:14Z,M,M4,Ricky T
1781027.89328987,2413748.9639885826,2010-02-16T03:52:05Z,M,M4,Ricky T
1780965.2694715704,2413734.5134430365,2010-02-16T03:54:16Z,M,M4,Ricky T
1780984.361059636,2413695.539680151,2010-02-16T03:56:11Z,M,M4,Ricky T
1780995.378987784,2413706.705695441,2010-02-16T03:58:06Z,M,M4,Ricky T
1781063.3977170305,2413701.7767695687,2010-02-16T04:02:23Z,M,M4,Ricky T
1781133.1445159114,2413663.761459255,2010-02-16T04:04:04Z,M,M4,Ricky T
1781307.9209065689,2413529.939709335,2010-02-16T04:10:06Z,M,M4,Ricky T
1781346.4644692324,2413500.422676014,2010-02-16T04:12:05Z,M,M4,Ricky T
1781347.2703834616,2413506.114195942,2010-02-16T04:14:06Z,M,M4,Ricky T
1781436.4838191082,2413462.7013223595,2010-02-16T04:16:07Z,M,M4,Ricky T
1781511.4038288998,2413332.830326218,2010-02-16T04:18:09Z,M,M4,Ricky T
1781505.199725601,2413302.3412301433,2010-02-16T04:20:10Z,M,M4,Ricky T
1781649.0306071993,2413303.5593057876,2010-02-16T04:26:46Z,M,M4,Ricky T
1781653.6668239278,2413300.3865308226,2010-02-16T04:28:08Z,M,M4,Ricky T
1781656.255927129,2413296.441383263,2010-02-16T04:30:16Z,M,M4,Ricky T
1781650.86084294,2413307.7482591653,2010-02-16T04:32:14Z,M,M4,Ricky T
1781658.3801577536,2413303.547923088,2010-02-16T04:34:07Z,M,M4,Ricky T
1781652.9221426528,2413309.2359678335,2010-02-16T04:38:08Z,M,M4,Ricky T
1781655.9581880115,2413307.739391783,2010-02-16T04:40:09Z,M,M4,Ricky T
1781658.6783878624,2413303.1707680165,2010-02-16T04:44:10Z,M,M4,Ricky T
1781631.0475057352,2413262.8593900315,2010-02-16T04:46:07Z,M,M4,Ricky T
1781686.298832897,2413248.1443402935,2010-02-16T04:49:54Z,M,M4,Ricky T
1781679.0879974347,2413233.8835295476,2010-02-16T04:50:28Z,M,M4,Ricky T
1781710.0684622382,2413162.393955248,2010-02-16T04:53:24Z,M,M4,Ricky T
1781717.8372498967,2413129.693406183,2010-02-16T04:54:05Z,M,M4,Ricky T
1781722.397077528,2413089.916212409,2010-02-16T04:56:11Z,M,M4,Ricky T
1781701.1375108499,2413085.6917323205,2010-02-16T04:58:13Z,M,M4,Ricky T
1781665.354062088,2413059.3293069177,2010-02-16T05:00:07Z,M,M4,Ricky T
1781668.0996663698,2413072.0607469864,2010-02-16T05:02:09Z,M,M4,Ricky T
1781696.8070730462,2413064.2475800035,2010-02-16T05:05:45Z,M,M4,Ricky T
1781686.2995024556,2413068.0151668536,2010-02-16T05:06:18Z,M,M4,Ricky T
1781689.7410931713,2413056.738942822,2010-02-16T05:08:06Z,M,M4,Ricky T
1781680.614116154,2413064.795608468,2010-02-16T05:10:08Z,M,M4,Ricky T
1781682.0015246584,2413064.7570313364,2010-02-16T05:20:23Z,M,M4,Ricky T
1781682.1884601903,2413009.209952123,2010-02-16T06:01:15Z,M,M4,Ricky T
1781708.251066056,2412883.9025391075,2010-02-16T07:00:50Z,M,M4,Ricky T
1781711.3017350468,2412879.067710789,2010-02-16T08:01:15Z,M,M4,Ricky T
1781712.4796209107,2412873.0769562023,2010-02-16T09:01:50Z,M,M4,Ricky T
1781710.0829115964,2412899.678704704,2010-02-16T09:56:32Z,M,M4,Ricky T
1781710.6414941282,2412903.348028675,2010-02-16T09:58:19Z,M,M4,Ricky T
1781719.889912785,2412960.1098823245,2010-02-16T10:00:12Z,M,M4,Ricky T
1781720.1823985525,2412961.695036611,2010-02-16T10:02:10Z,M,M4,Ricky T
1781720.0373097258,2412952.8987529487,2010-02-16T10:08:45Z,M,M4,Ricky T
1781720.4809802044,2412953.669969763,2010-02-16T10:20:53Z,M,M4,Ricky T
1781719.5694833645,2412948.952371465,2010-02-16T11:00:20Z,M,M4,Ricky T
1781725.6107825788,2412949.155776099,2010-02-16T12:00:56Z,M,M4,Ricky T
1781714.0369972475,2412918.0249845916,2010-02-16T13:04:50Z,M,M4,Ricky T
1781695.900180098,2412916.447155881,2010-02-16T13:07:45Z,M,M4,Ricky T
1781738.6203812128,2412871.9358274555,2010-02-16T13:09:38Z,M,M4,Ricky T
1781718.346235109,2412852.0289469436,2010-02-16T13:14:22Z,M,M4,Ricky T
1781724.0414399563,2412840.6897740187,2010-02-16T13:16:09Z,M,M4,Ricky T
1781729.6693816157,2412848.5924572707,2010-02-16T13:20:13Z,M,M4,Ricky T
1781780.0939305776,2412816.8283545873,2010-02-16T13:30:16Z,M,M4,Ricky T
1781833.487401298,2412766.728604507,2010-02-16T13:40:22Z,M,M4,Ricky T
1781833.947278787,2412744.4217780763,2010-02-16T13:46:13Z,M,M4,Ricky T
1781831.2102618897,2412750.364470087,2010-02-16T13:48:23Z,M,M4,Ricky T
1781838.6070370104,2412740.129190257,2010-02-16T13:50:16Z,M,M4,Ricky T
1781866.7997016395,2412743.6548088756,2010-02-16T13:52:05Z,M,M4,Ricky T
1781880.6252010078,2412726.9510657988,2010-02-16T13:54:17Z,M,M4,Ricky T
1781921.956602923,2412699.4051393443,2010-02-16T13:56:09Z,M,M4,Ricky T
1781964.297494844,2412673.0288486243,2010-02-16T13:58:10Z,M,M4,Ricky T
1781975.7747162376,2412636.7745893053,2010-02-16T14:00:11Z,M,M4,Ricky T
1781946.3906575383,2412642.8880298384,2010-02-16T14:02:12Z,M,M4,Ricky T
1781947.9886307428,2412645.908097209,2010-02-16T14:04:18Z,M,M4,Ricky T
1781944.765384017,2412636.0719098584,2010-02-16T23:32:55Z,M,M4,Ricky T
1781947.651483887,2412626.822842659,2010-02-16T23:34:09Z,M,M4,Ricky T
1781984.3254514528,2412653.94867466,2010-02-16T23:37:38Z,M,M4,Ricky T
1781961.8571740764,2412658.1991683794,2010-02-16T23:38:18Z,M,M4,Ricky T
1781969.6000890182,2412650.7331601605,2010-02-16T23:44:55Z,M,M4,Ricky T
1782025.3245197881,2412601.381885437,2010-02-16T23:50:29Z,M,M4,Ricky T
1782025.8888571595,2412575.7464560736,2010-02-16T23:52:08Z,M,M4,Ricky T
1781981.832983882,2412661.3962668055,2010-02-16T23:57:30Z,M,M4,Ricky T
1782001.4831701552,2412664.7688577953,2010-02-16T23:58:41Z,M,M4,Ricky T
1781953.7603797596,2412698.9755299888,2010-02-17T00:02:37Z,M,M4,Ricky T
1781952.3965649642,2412735.629311189,2010-02-17T00:05:22Z,M,M4,Ricky T
1781921.6008737732,2412755.027572266,2010-02-17T00:06:08Z,M,M4,Ricky T
1781934.528263267,2412774.8813575455,2010-02-17T00:09:19Z,M,M4,Ricky T
1781890.988371429,2412789.1223479346,2010-02-17T00:10:07Z,M,M4,Ricky T
1781858.982915219,2412817.5011578,2010-02-17T00:12:11Z,M,M4,Ricky T
1781852.2026741274,2412823.691075739,2010-02-17T00:14:18Z,M,M4,Ricky T
1781848.9113425135,2412835.0374044753,2010-02-17T00:16:05Z,M,M4,Ricky T
1781917.0176910325,2412850.678486029,2010-02-17T00:30:43Z,M,M4,Ricky T
1781918.9572289656,2412868.535896921,2010-02-17T00:40:39Z,M,M4,Ricky T
1781874.5210324465,2412833.495176213,2010-02-17T00:44:15Z,M,M4,Ricky T
1781812.7203516571,2412877.478920191,2010-02-17T00:51:29Z,M,M4,Ricky T
1781831.3904788527,2412899.922664094,2010-02-17T00:52:05Z,M,M4,Ricky T
1781883.965347753,2412816.349965904,2010-02-17T00:59:16Z,M,M4,Ricky T
1781909.9546376185,2412796.8227131367,2010-02-17T01:00:08Z,M,M4,Ricky T
1781954.3331575461,2412786.4439131557,2010-02-17T01:02:04Z,M,M4,Ricky T
1781888.2506361438,2412740.311296657,2010-02-17T01:04:30Z,M,M4,Ricky T
1781814.9536438033,2412750.4379641283,2010-02-17T01:14:08Z,M,M4,Ricky T
1781826.1438615462,2412712.2553441585,2010-02-17T01:20:08Z,M,M4,Ricky T
1781806.0249453627,2412646.163887048,2010-02-17T01:22:29Z,M,M4,Ricky T
1781762.358612895,2412615.7967558475,2010-02-17T01:24:50Z,M,M4,Ricky T
1781848.6371465109,2412387.8261664934,2010-02-17T04:33:31Z,M,M4,Ricky T
1781853.213302801,2412379.023630714,2010-02-17T04:34:12Z,M,M4,Ricky T
1781853.9458742589,2412383.228022034,2010-02-17T04:36:05Z,M,M4,Ricky T
1781848.1569501492,2412394.820655443,2010-02-17T04:39:29Z,M,M4,Ricky T
1781868.1870856455,2412402.83029795,2010-02-17T04:40:13Z,M,M4,Ricky T
1781849.357988992,2412381.5432867184,2010-02-17T04:42:06Z,M,M4,Ricky T
1781838.878780718,2412364.8539694306,2010-02-17T04:44:09Z,M,M4,Ricky T
